Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Unnamed: 14;Instituiï¿½ï¿½o financeira;ï¿½ndice;Quantidade de reclamaï¿½ï¿½es reguladas procedentes;Quantidade de reclamaï¿½ï¿½es reguladas - outras;Quantidade de reclamaï¿½ï¿½es nï¿½o reguladas;Quantidade total de reclamaï¿½ï¿½es;Quantidade total de clientes ï¿½ CCS e SCR;Quantidade de clientes ï¿½ CCS;Quantidade de clientes ï¿½ SCR
2021;2º;Demais bancos e financeiras;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0.0;1.0;0.0;1.0;4484;4477;103;;;;;;;;;;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;BRADESCO (conglomerado);25,33;2515.0;4076.0;3048.0;9639.0;99260817;90494990;43726399;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;BRB (conglomerado);103,70;182.0;257.0;363.0;802.0;1754926;1641288;824217;;;;;;;;;;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);103,44;1301.0;1352.0;977.0;3630.0;12576773;6775722;7288816;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;C6 BANK (conglomerado);433,76;3672.0;1335.0;763.0;5770.0;8465478;7373617;2346096;;;;;;;;;;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);32,13;4681.0;5868.0;5457.0;16006.0;145684233;144161902;23113938;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2.0;3.0;5.0;10.0;75187;69362;11217;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;CCB (conglomerado); ;7.0;111.0;11.0;129.0;216849;3711;213723;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;CITIBANK (conglomerado); ;0.0;2.0;1.0;3.0;17853;16946;1807;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;COLOMBO (conglomerado); ;0.0;2.0;0.0;2.0;339230;29;339215;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;CREFISA (conglomerado);24,89;61.0;258.0;35.0;354.0;2450772;1373583;1571876;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;DAYCOVAL (conglomerado);777,01;1004.0;530.0;122.0;1656.0;1292129;150778;1171932;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;555,73;89.0;269.0;19.0;377.0;160147;667;159483;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1.0;0.0;2.0;3.0;5554; ;5554;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0.0;2.0;4.0;6.0;85499;1689;83865;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GAZIN (conglomerado); ;0.0;0.0;1.0;1.0;35777;292;35512;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GENIAL (conglomerado); ;16.0;4.0;3.0;23.0;106974;106969;39;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GM (conglomerado); ;8.0;19.0;14.0;41.0;297112;470;296722;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);155,90;132.0;170.0;75.0;377.0;846668;841035;16924;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GRUPO ZEMA (conglomerado); ;1.0;3.0;3.0;7.0;445945;574;445387;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;HERVAL - HS (conglomerado); ;5.0;3.0;5.0;13.0;219304;21827;201401;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;HONDA (conglomerado); ;6.0;5.0;9.0;20.0;436893;97;436869;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;13.0;12.0;4.0;29.0;64088;4461;60409;;;;;;;;;;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;INTER (conglomerado);66,79;766.0;652.0;368.0;1786.0;11467628;11343042;1758019;;;;;;;;;;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;ITAU (conglomerado);17,59;1508.0;3312.0;1707.0;6527.0;85710724;67286470;49517795;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;2.0;4.0;8.0;14.0;51049; ;51049;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2.0;0.0;0.0;2.0;248335;4;248331;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;LECCA (conglomerado); ;2.0;0.0;1.0;3.0;26488;382;26107;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;3.0;0.0;4.0;7.0;565126; ;565126;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MASTER (conglomerado);811,55;80.0;69.0;19.0;168.0;98576;4627;94106;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MERCADO CRÉDITO (conglomerado); ;0.0;0.0;1.0;1.0;24423; ;24423;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);136,69;506.0;120.0;89.0;715.0;3701652;3094835;1793853;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0.0;0.0;6.0;6.0;20275;298;20052;;;;;;;;;;
2021;2º;Top 10 - Bancos e Financeiras;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2,45;26.0;78.0;57.0;161.0;10604729;15784;10597182;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MODAL (conglomerado); ;6.0;37.0;24.0;67.0;1153324;1153187;26671;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0.0;2.0;1.0;3.0;427479;675;426804;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;13.0;51.0;0.0;64.0;94773;3107;92103;;;;;;;;;;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;NUBANK (conglomerado); 0 ;0.0;12.0;13.0;25.0;17916854;16551605;2682699;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;OMNI (conglomerado); ;21.0;60.0;58.0;139.0;4908486;146058;4773941;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;ORIGINAL (conglomerado);67,64;320.0;350.0;286.0;956.0;4730387;4021930;1350520;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado); ;7.0;6.0;0.0;13.0;3013459;3008456;5432;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;PARANÁ BANCO (conglomerado);181,00;88.0;252.0;46.0;386.0;486166;9815;476614;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;28.0;9.0;2.0;39.0;1616; ;1616;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;17,46;115.0;50.0;27.0;192.0;6583040;6167980;2911088;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;PINE (conglomerado); ;0.0;0.0;2.0;2.0;13502;10883;3284;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;PORTO SEGURO (conglomerado);20,57;59.0;96.0;49.0;204.0;2867211; ;2867211;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;29.0;39.0;17.0;85.0;226210;3382;222831;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;26.0;49.0;28.0;103.0;4814788;48;4814765;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;RENDIMENTO (conglomerado); ;3.0;13.0;0.0;16.0;25046;21084;6538;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;RODOBENS (conglomerado); ;1.0;1.0;3.0;5.0;14012;1661;12750;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SAFRA (conglomerado);188,09;639.0;832.0;436.0;1907.0;3397199;1684220;1967050;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0.0;2.0;2.0;4.0;29406;1253;28155;;;;;;;;;;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;SANTANDER (conglomerado);28,88;1514.0;3182.0;2032.0;6728.0;52415407;43972399;26478061;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SICREDI (conglomerado); ;0.0;0.0;4.0;4.0;5841394;5821054;180304;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SIMPALA (conglomerado); ;1.0;0.0;0.0;1.0;2271;20;2251;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SINOSSERRA (conglomerado); ;1.0;0.0;0.0;1.0;9729;99;9636;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;0.0;1.0;0.0;1.0;670;552;161;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1.0;5.0;9.0;15.0;1992;467;1525;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SOFISA (conglomerado);119,21;41.0;9.0;20.0;70.0;343924;334626;16236;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SOROCRED (conglomerado); ;7.0;28.0;23.0;58.0;602379;1090;601342;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;1.0;3.0;2.0;6.0;407511;1010;406505;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;VOITER (conglomerado); ;0.0;3.0;1.0;4.0;5810;5261;840;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;VOLKSWAGEN (conglomerado);95,31;35.0;22.0;55.0;112.0;367195;945;366420;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;VOLVO (conglomerado); ;0.0;0.0;2.0;2.0;7220;92;7169;;;;;;;;;;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;VOTORANTIM (conglomerado);4,64;78.0;394.0;277.0;749.0;16774345;13340345;4830730;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;VR (conglomerado); ;1.0;0.0;0.0;1.0;70;53;18;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;WESTERN UNION (conglomerado); ;1.0;3.0;0.0;4.0;1;1; ;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Banco/financeira;23862762;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;26,70;46.0;9.0;16.0;71.0;1722341;1721730;406890;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;XP (conglomerado); ;11.0;2.0;8.0;21.0; ; ; ;;;;;;;;;;
2021;2º;Demais bancos e financeiras;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;4.0;4.0;7.0;15.0;204014;77;203946;;;;;;;;;;
